Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Arnhem;KD17;Kiesgerechtigden;;6754
Arnhem;KD17;Opkomst;;5055
Arnhem;KD17;AantalStembriefjes;;5055
Arnhem;KD17;AantalGeldigeStemmen;;5017
Arnhem;KD17;AantalBlancoStemmen;;38
Arnhem;KD17;;K. Eland;2198
Arnhem;KD17;;mr. S.de Vries Cz.;1859
Arnhem;KD17;;W.P.G. Helsdingen;960
Rotterdam I;KD46;Kiesgerechtigden;;7357
Rotterdam I;KD46;Opkomst;;5790
Rotterdam I;KD46;AantalStembriefjes;;5790
Rotterdam I;KD46;AantalGeldigeStemmen;;5750
Rotterdam I;KD46;AantalBlancoStemmen;;40
Rotterdam I;KD46;;mr. D.P.D. Fabius;2331
Rotterdam I;KD46;;S.van den Bergh jr.;1899
Rotterdam I;KD46;;H. Spiekman;1520
Rotterdam V;KD118;Kiesgerechtigden;;5431
Rotterdam V;KD118;Opkomst;;3725
Rotterdam V;KD118;AantalStembriefjes;;3725
Rotterdam V;KD118;AantalGeldigeStemmen;;3695
Rotterdam V;KD118;AantalBlancoStemmen;;30
Rotterdam V;KD118;;P.R. Mees;1829
Rotterdam V;KD118;;J.P.van Term;1372
Rotterdam V;KD118;;W.P.G. Helsdingen;494
