Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Arnhem;KD17;Kiesgerechtigden;;6754
Arnhem;KD17;Opkomst;;5373
Arnhem;KD17;AantalStembriefjes;;5373
Arnhem;KD17;AantalGeldigeStemmen;;5339
Arnhem;KD17;AantalBlancoStemmen;;34
Arnhem;KD17;;K. Eland;2935
Arnhem;KD17;;mr. S.de Vries Cz.;2404
Rotterdam I;KD46;Kiesgerechtigden;;7357
Rotterdam I;KD46;Opkomst;;5928
Rotterdam I;KD46;AantalStembriefjes;;5928
Rotterdam I;KD46;AantalGeldigeStemmen;;5883
Rotterdam I;KD46;AantalBlancoStemmen;;45
Rotterdam I;KD46;;S.van den Bergh jr.;2998
Rotterdam I;KD46;;mr. D.P.D. Fabius;2885
Rotterdam V;KD118;Kiesgerechtigden;;5431
Rotterdam V;KD118;Opkomst;;3761
Rotterdam V;KD118;AantalStembriefjes;;3761
Rotterdam V;KD118;AantalGeldigeStemmen;;3725
Rotterdam V;KD118;AantalBlancoStemmen;;36
Rotterdam V;KD118;;P.R. Mees;2249
Rotterdam V;KD118;;J.P.van Term;1476
