Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;9543
Alkmaar;KD34;Opkomst;;8707
Alkmaar;KD34;AantalStembriefjes;;8707
Alkmaar;KD34;AantalGeldigeStemmen;;8683
Alkmaar;KD34;AantalBlancoStemmen;;24
Alkmaar;KD34;;jhr.mr. P.van Foreest;5174
Alkmaar;KD34;;J.H. Blum;3509
Amsterdam II;KD29;Kiesgerechtigden;;3481
Amsterdam II;KD29;Opkomst;;2936
Amsterdam II;KD29;AantalStembriefjes;;2936
Amsterdam II;KD29;AantalGeldigeStemmen;;2910
Amsterdam II;KD29;AantalBlancoStemmen;;26
Amsterdam II;KD29;;dr. C. Lely;1564
Amsterdam II;KD29;;dr. J.T.de Visser;1346
Amsterdam III;KD30;Kiesgerechtigden;;10163
Amsterdam III;KD30;Opkomst;;8115
Amsterdam III;KD30;AantalStembriefjes;;8115
Amsterdam III;KD30;AantalGeldigeStemmen;;8028
Amsterdam III;KD30;AantalBlancoStemmen;;87
Amsterdam III;KD30;;mr. P.J. Troelstra;4564
Amsterdam III;KD30;;K. Eland;3464
Amsterdam IX;KD115;Kiesgerechtigden;;12748
Amsterdam IX;KD115;Opkomst;;10039
Amsterdam IX;KD115;AantalStembriefjes;;10039
Amsterdam IX;KD115;AantalGeldigeStemmen;;9971
Amsterdam IX;KD115;AantalBlancoStemmen;;68
Amsterdam IX;KD115;;mr. C.T.van Deventer;6465
Amsterdam IX;KD115;;H. Bijleveld;3506
Amsterdam VII;KD113;Kiesgerechtigden;;4419
Amsterdam VII;KD113;Opkomst;;4026
Amsterdam VII;KD113;AantalStembriefjes;;4026
Amsterdam VII;KD113;AantalGeldigeStemmen;;3996
Amsterdam VII;KD113;AantalBlancoStemmen;;30
Amsterdam VII;KD113;;dr. C.F.J. Blooker;2062
Amsterdam VII;KD113;;mr. Th. Heemskerk;1934
Amsterdam VIII;KD114;Kiesgerechtigden;;3854
Amsterdam VIII;KD114;Opkomst;;3427
Amsterdam VIII;KD114;AantalStembriefjes;;3427
Amsterdam VIII;KD114;AantalGeldigeStemmen;;3398
Amsterdam VIII;KD114;AantalBlancoStemmen;;29
Amsterdam VIII;KD114;;P. Nolting;1858
Amsterdam VIII;KD114;;mr. S.de Vries Cz.;1540
Appingedam;KD3;Kiesgerechtigden;;8305
Appingedam;KD3;Opkomst;;6957
Appingedam;KD3;AantalStembriefjes;;6957
Appingedam;KD3;AantalGeldigeStemmen;;6905
Appingedam;KD3;AantalBlancoStemmen;;52
Appingedam;KD3;;J.H.A. Schaper;4087
Appingedam;KD3;;mr. G.J. Sybrandy;2818
Arnhem;KD17;Kiesgerechtigden;;6754
Arnhem;KD17;Opkomst;;6172
Arnhem;KD17;AantalStembriefjes;;6172
Arnhem;KD17;AantalGeldigeStemmen;;6137
Arnhem;KD17;AantalBlancoStemmen;;35
Arnhem;KD17;;mr. P. Rink;3396
Arnhem;KD17;;C.van der Voort van Zijp;2741
Dordrecht;KD42;Kiesgerechtigden;;7805
Dordrecht;KD42;Opkomst;;7172
Dordrecht;KD42;AantalStembriefjes;;7172
Dordrecht;KD42;AantalGeldigeStemmen;;7112
Dordrecht;KD42;AantalBlancoStemmen;;60
Dordrecht;KD42;;S.M.H.van Gijn;3725
Dordrecht;KD42;;A.S. Talma;3387
Enkhuizen;KD93;Kiesgerechtigden;;9717
Enkhuizen;KD93;Opkomst;;9553
Enkhuizen;KD93;AantalStembriefjes;;9553
Enkhuizen;KD93;AantalGeldigeStemmen;;9531
Enkhuizen;KD93;AantalBlancoStemmen;;22
Enkhuizen;KD93;;mr. H. Goeman Borgesius;4817
Enkhuizen;KD93;;N. Sluis;4714
Enschede;KD16;Kiesgerechtigden;;14396
Enschede;KD16;Opkomst;;13855
Enschede;KD16;AantalStembriefjes;;13855
Enschede;KD16;AantalGeldigeStemmen;;13750
Enschede;KD16;AantalBlancoStemmen;;105
Enschede;KD16;;H.H.van Kol;7310
Enschede;KD16;;A.H.J. Engels;6440
Franeker;KD11;Kiesgerechtigden;;7669
Franeker;KD11;Opkomst;;7166
Franeker;KD11;AantalStembriefjes;;7166
Franeker;KD11;AantalGeldigeStemmen;;7122
Franeker;KD11;AantalBlancoStemmen;;44
Franeker;KD11;;P.L. Tak;3943
Franeker;KD11;;mr. J. Ankerman;3179
Gouda;KD40;Kiesgerechtigden;;8663
Gouda;KD40;Opkomst;;8229
Gouda;KD40;AantalStembriefjes;;8229
Gouda;KD40;AantalGeldigeStemmen;;8176
Gouda;KD40;AantalBlancoStemmen;;53
Gouda;KD40;;jhr.mr. W.T.C.van Doorn;4213
Gouda;KD40;;mr. S.de Vries Cz.;3963
Grave;KD56;Kiesgerechtigden;;6414
Grave;KD56;Opkomst;;5488
Grave;KD56;AantalStembriefjes;;5488
Grave;KD56;AantalGeldigeStemmen;;5431
Grave;KD56;AantalBlancoStemmen;;57
Grave;KD56;;mr. D.A.P.N. Koolen;3001
Grave;KD56;;mr. J.J.I. Harte van Tecklenburg;2430
Groningen;KD1;Kiesgerechtigden;;7849
Groningen;KD1;Opkomst;;6590
Groningen;KD1;AantalStembriefjes;;6590
Groningen;KD1;AantalGeldigeStemmen;;6556
Groningen;KD1;AantalBlancoStemmen;;34
Groningen;KD1;;mr. H.L. Drucker;4405
Groningen;KD1;;jhr.mr. A.F.de Savornin Lohman;2151
Haarlem;KD33;Kiesgerechtigden;;8665
Haarlem;KD33;Opkomst;;7673
Haarlem;KD33;AantalStembriefjes;;7673
Haarlem;KD33;AantalGeldigeStemmen;;7629
Haarlem;KD33;AantalBlancoStemmen;;44
Haarlem;KD33;;jhr.mr. F.W.van Styrum;4040
Haarlem;KD33;;jhr.mr. F.K.van Lennep;3589
Hoogezand;KD107;Kiesgerechtigden;;6396
Hoogezand;KD107;Opkomst;;5079
Hoogezand;KD107;AantalStembriefjes;;5079
Hoogezand;KD107;AantalGeldigeStemmen;;5038
Hoogezand;KD107;AantalBlancoStemmen;;41
Hoogezand;KD107;;K.ter Laan;3193
Hoogezand;KD107;;H.de Wilde;1845
Kampen;KD13;Kiesgerechtigden;;6791
Kampen;KD13;Opkomst;;6426
Kampen;KD13;AantalStembriefjes;;6426
Kampen;KD13;AantalGeldigeStemmen;;6337
Kampen;KD13;AantalBlancoStemmen;;89
Kampen;KD13;;K. Reyne;3210
Kampen;KD13;;M. Noordtzij;3127
Leeuwarden;KD7;Kiesgerechtigden;;7553
Leeuwarden;KD7;Opkomst;;6503
Leeuwarden;KD7;AantalStembriefjes;;6503
Leeuwarden;KD7;AantalGeldigeStemmen;;6462
Leeuwarden;KD7;AantalBlancoStemmen;;41
Leeuwarden;KD7;;L.W.J.K. Thomson;3529
Leeuwarden;KD7;;F.M. Wibaut;2933
Leiden;KD38;Kiesgerechtigden;;6075
Leiden;KD38;Opkomst;;5669
Leiden;KD38;AantalStembriefjes;;5669
Leiden;KD38;AantalGeldigeStemmen;;5617
Leiden;KD38;AantalBlancoStemmen;;52
Leiden;KD38;;mr. W.van der Vlugt;2910
Leiden;KD38;;dr. T.G.den Houter;2707
Lochem;KD86;Kiesgerechtigden;;8872
Lochem;KD86;Opkomst;;8218
Lochem;KD86;AantalStembriefjes;;8218
Lochem;KD86;AantalGeldigeStemmen;;8138
Lochem;KD86;AantalBlancoStemmen;;80
Lochem;KD86;;mr. G. Jannink;4848
Lochem;KD86;;N. Oosterbaan;3290
Rotterdam I;KD46;Kiesgerechtigden;;7357
Rotterdam I;KD46;Opkomst;;6690
Rotterdam I;KD46;AantalStembriefjes;;6690
Rotterdam I;KD46;AantalGeldigeStemmen;;6652
Rotterdam I;KD46;AantalBlancoStemmen;;38
Rotterdam I;KD46;;mr. D. Fock;3596
Rotterdam I;KD46;;J.W. Rudolph;3056
Rotterdam II;KD47;Kiesgerechtigden;;7751
Rotterdam II;KD47;Opkomst;;7191
Rotterdam II;KD47;AantalStembriefjes;;7191
Rotterdam II;KD47;AantalGeldigeStemmen;;7157
Rotterdam II;KD47;AantalBlancoStemmen;;34
Rotterdam II;KD47;;D.de Klerk;3829
Rotterdam II;KD47;;dr. J.T.de Visser;3328
Rotterdam IV;KD117;Kiesgerechtigden;;7223
Rotterdam IV;KD117;Opkomst;;6516
Rotterdam IV;KD117;AantalStembriefjes;;6516
Rotterdam IV;KD117;AantalGeldigeStemmen;;6479
Rotterdam IV;KD117;AantalBlancoStemmen;;37
Rotterdam IV;KD117;;A. Plate;3422
Rotterdam IV;KD117;;J.M. Voorhoeve 2;3057
Rotterdam V;KD118;Kiesgerechtigden;;5431
