gvkey,gvkeyx,from,thru,tic,co_conm,co_tic,co_cusip,co_cik,co_sic
149318,000003,20081114,,I0003,WYNN RESORTS LTD,WYNN,983134107,0001174922,7990
112168,000003,20081205,,I0003,REPUBLIC SERVICES INC,RSG,760759100,0001060391,4953
028477,000003,20090102,,I0003,FLIR SYSTEMS INC,FLIR,302445101,0000354908,3812
062374,000003,20090106,,I0003,IRON MOUNTAIN INC,IRM,46284V101,0001020569,6798
005543,000003,20090130,,I0003,WELLTOWER INC,WELL,95040Q104,0000766704,6798
005709,000003,20090304,,I0003,HORMEL FOODS CORP,HRL,440452100,0000048465,2011
110179,000003,20090304,,I0003,VENTAS INC,VTR,92276F100,0000740260,6798
007970,000003,20090317,,I0003,EVERSOURCE ENERGY,ES,30040W108,0000072741,4931
028180,000003,20090327,,I0003,O'REILLY AUTOMOTIVE INC,ORLY,67103H107,0000898173,5531
011399,000003,20090701,,I0003,WESTERN DIGITAL CORP,WDC,958102105,0000106040,3572
066446,000003,20090701,,I0003,QUANTA SERVICES INC,PWR,74762E102,0001050915,1731
004510,000003,20090819,,I0003,FMC CORP,FMC,302491303,0000037785,2870
119314,000003,20091106,,I0003,BOOKING HOLDINGS INC,BKNG,09857L108,0001075531,7370
009248,000003,20091221,,I0003,ROSS STORES INC,ROST,778296103,0000745732,5651
179534,000003,20091221,,I0003,VISA INC,V,92826C839,0001403161,6099
024925,000003,20091223,,I0003,ROPER TECHNOLOGIES INC,ROP,776696106,0000882835,3823
135990,000003,20100129,,I0003,NRG ENERGY INC,NRG,629377508,0001013871,4911
002176,000003,20100216,,I0003,BERKSHIRE HATHAWAY,BRK.B,084670702,0001067983,9997
005581,000003,20100301,,I0003,HELMERICH & PAYNE,HP,423452101,0000046765,1381
164296,000003,20100301,,I0003,DISCOVERY INC,DISCA,25470F104,0001437107,4841
008151,000003,20100315,,I0003,ONEOK INC,OKE,682680103,0001039684,4923
012850,000003,20100430,,I0003,CERNER CORP,CERN,156782104,0000804753,7373
064410,000003,20100628,,I0003,CARMAX INC,KMX,143130102,0001170010,5500
028034,000003,20100715,,I0003,CHUBB LTD,CB,H1467J104,0000896159,6331
005959,000003,20101117,,I0003,INGERSOLL-RAND PLC,IR,G47791101,0001466258,3585
121077,000003,20101220,,I0003,F5 NETWORKS INC,FFIV,315616102,0001048695,7373
147579,000003,20101220,,I0003,NETFLIX INC,NFLX,64110L106,0001065280,7841
133366,000003,20110401,,I0003,EDWARDS LIFESCIENCES CORP,EW,28176E108,0001099800,3842
124434,000003,20110404,,I0003,BLACKROCK INC,BLK,09247X101,0001364742,6282
165914,000003,20110428,,I0003,CHIPOTLE MEXICAN GRILL INC,CMG,169656105,0001058090,5812
186989,000003,20110701,,I0003,MARATHON PETROLEUM CORP,MPC,56585A102,0001510295,2911
143357,000003,20110706,,I0003,ACCENTURE PLC,ACN,G1151C101,0001467373,8742
162129,000003,20110926,,I0003,MOSAIC CO,MOS,61945C103,0001285785,2870
177267,000003,20111017,,I0003,TE CONNECTIVITY LTD,TEL,H84989104,0001385157,3678
189491,000003,20111101,,I0003,XYLEM INC,XYL,98419M100,0001524472,3561
024782,000003,20111219,,I0003,PERRIGO CO PLC,PRGO,G97822103,0001585364,2834
028742,000003,20111219,,I0003,BORGWARNER INC,BWA,099724106,0000908255,3714
031587,000003,20111219,,I0003,DOLLAR TREE INC,DLTR,256746108,0000935703,5331
199356,000003,20111221,20191222,I0003,TRIPADVISOR INC,TRIP,896945201,0001526520,7370
113490,000003,20120314,,I0003,CROWN CASTLE INTL CORP,CCI,22822V101,0001051470,6798
170841,000003,20120501,,I0003,PHILLIPS 66,PSX,718546104,0001534701,2911
006310,000003,20120525,,I0003,KINDER MORGAN INC,KMI,49456B101,0001506307,4923
062263,000003,20120525,,I0003,ALEXION PHARMACEUTICALS INC,ALXN,015351109,0000899866,2836
006565,000003,20120605,,I0003,LAM RESEARCH CORP,LRCX,512807108,0000707549,3559
024316,000003,20120629,,I0003,MONSTER BEVERAGE CORP,MNST,61174X109,0000865752,2086
150937,000003,20120702,,I0003,SEAGATE TECHNOLOGY PLC,STX,G7945M107,0001137789,3572
294524,000003,20120905,,I0003,LYONDELLBASELL INDUSTRIES NV,LYB,N53745100,0001489393,2820
008463,000003,20121001,,I0003,PENTAIR PLC,PNR,G7S00T104,0000077360,3561
004016,000003,20121203,,I0003,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331
141459,000003,20121212,,I0003,GARMIN LTD,GRMN,H2906T109,0001121788,3812
118122,000003,20121224,,I0003,APTIV PLC,APTV,G6095L109,0001521332,3714
016101,000003,20130102,,I0003,ABBVIE INC,ABBV,00287Y109,0001551152,2836
008551,000003,20130214,,I0003,PVH CORP,PVH,693656100,0000078239,2300
023812,000003,20130501,,I0003,REGENERON PHARMACEUTICALS,REGN,75886F107,0000872589,2834
029868,000003,20130509,20191222,I0003,MACERICH CO,MAC,554382101,0000912242,6798
006335,000003,20130524,,I0003,KANSAS CITY SOUTHERN,KSU,485170302,0000054480,4011
005073,000003,20130607,,I0003,GENERAL MOTORS CO,GM,37045V100,0001467858,3711
013721,000003,20130624,,I0003,ZOETIS INC,ZTS,98978V103,0001555280,2834
018043,000003,20130701,,I0003,NEWS CORP,NWSA,65249B109,0001564708,2711
100873,000003,20130709,,I0003,NIELSEN HOLDINGS PLC,NLSN,G6518L108,0001492633,8700
003851,000003,20130911,,I0003,DELTA AIR LINES INC,DAL,247361702,0000027904,4512
001598,000003,20130923,,I0003,AMETEK INC,AME,031100100,0001037868,3823
024344,000003,20130923,,I0003,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,0000875320,2834
198058,000003,20131113,,I0003,CAPRI HOLDINGS LTD,CPRI,G1890L107,0001530721,2300
316056,000003,20131202,,I0003,ALLEGION PLC,ALLE,G0176J109,0001579241,3420
025119,000003,20131223,,I0003,MOHAWK INDUSTRIES INC,MHK,608190104,0000851968,2273
143974,000003,20131223,,I0003,ALLIANCE DATA SYSTEMS CORP,ADS,018581108,0001101215,7374
170617,000003,20131223,,I0003,FACEBOOK INC,FB,30303M102,0001326801,7370
029736,000003,20140124,,I0003,TRACTOR SUPPLY CO,TSCO,892356106,0000916365,5200
030293,000003,20140402,,I0003,ESSEX PROPERTY TRUST,ESS,297178105,0000920522,6798
160329,000003,20140403,,I0003,ALPHABET INC,GOOGL,02079K107,0001652044,7370
165052,000003,20140501,,I0003,UNDER ARMOUR INC,UAA,904311107,0001336917,2300
180711,000003,20140508,,I0003,BROADCOM INC,AVGO,11135F101,0001730168,3674
150699,000003,20140623,,I0003,CIMAREX ENERGY CO,XEC,171798101,0001168054,1311
065886,000003,20140701,20191222,I0003,AFFILIATED MANAGERS GRP INC,AMG,008252108,0001004434,6282
029733,000003,20140702,,I0003,MARTIN MARIETTA MATERIALS,MLM,573284106,0000916076,1400
164296,000003,20140807,,I0003,DISCOVERY INC,DISCA,25470F302,0001437107,4841
011032,000003,20140922,,I0003,UNIVERSAL HEALTH SVCS INC,UHS,913903100,0000352915,8062
066065,000003,20140922,,I0003,UNITED RENTALS INC,URI,911363109,0001067701,7350
028191,000003,20141205,,I0003,ROYAL CARIBBEAN CRUISES LTD,RCL,V7780T103,0000884887,4400
022260,000003,20150127,,I0003,HCA HEALTHCARE INC,HCA,40412C101,0000860730,8062
001327,000003,20150312,,I0003,SKYWORKS SOLUTIONS INC,SWKS,83088M102,0000004127,3674
061494,000003,20150318,,I0003,HENRY SCHEIN INC,HSIC,806407102,0001000228,5047
001045,000003,20150323,,I0003,AMERICAN AIRLINES GROUP INC,AAL,02376R102,0000006201,4512
065290,000003,20150323,,I0003,SL GREEN REALTY CORP,SLG,78440X101,0001040971,6798
138743,000003,20150323,,I0003,EQUINIX INC,EQIX,29444U700,0001101239,6798
175319,000003,20150323,,I0003,HANESBRANDS INC,HBI,410345102,0001359841,2300
030822,000003,20150407,,I0003,REALTY INCOME CORP,O,756109104,0000726728,6798
064853,000003,20150612,,I0003,QORVO INC,QRVO,74736K101,0001604778,3674
005783,000003,20150701,,I0003,HUNT (JB) TRANSPRT SVCS INC,JBHT,445658107,0000728535,4213
029830,000003,20150702,,I0003,WESTROCK CO,WRK,96145D105,0001732845,2650
005568,000003,20150703,,I0003,KRAFT HEINZ CO,KHC,500754106,0001637459,2030
145977,000003,20150709,,I0003,ADVANCE AUTO PARTS INC,AAP,00751Y106,0001158449,5531
024616,000003,20150720,,I0003,PAYPAL HOLDINGS INC,PYPL,70450Y103,0001633917,7374
180405,000003,20150831,,I0003,ACTIVISION BLIZZARD INC,ATVI,00507V109,0000718877,7372
010795,000003,20150903,,I0003,UNITED AIRLINES HOLDINGS INC,UAL,910047109,0000100517,4512
018043,000003,20150921,,I0003,NEWS CORP,NWSA,65249B208,0001564708,2711
180652,000003,20151008,,I0003,VERISK ANALYTICS INC,VRSK,92345Y106,0001442145,6411
026156,000003,20151102,,I0003,HEWLETT PACKARD ENTERPRISE,HPE,42824C109,0001645590,3571
020686,000003,20151118,,I0003,SYNCHRONY FINANCIAL,SYF,87165B103,0001601712,6141
138205,000003,20151119,,I0003,ILLUMINA INC,ILMN,452327109,0001110803,3826
003026,000003,20151229,,I0003,CHURCH & DWIGHT INC,CHD,171340102,0000313927,2840
144009,000003,20160105,,I0003,WILLIS TOWERS WATSON PLC,WLTW,G96629103,0001140536,6411
160479,000003,20160119,,I0003,EXTRA SPACE STORAGE INC,EXR,30225T102,0001289490,6798
004605,000003,20160201,,I0003,FEDERAL REALTY INVESTMENT TR,FRT,313747206,0000034903,6798
021825,000003,20160201,,I0003,CITIZENS FINANCIAL GROUP INC,CFG,174610105,0000759944,6020
177884,000003,20160222,,I0003,CONCHO RESOURCES INC,CXO,20605P101,0001358071,1311
179437,000003,20160304,,I0003,AMERICAN WATER WORKS CO INC,AWK,030420103,0001410636,4941
010894,000003,20160307,,I0003,UDR INC,UDR,902653104,0000074208,6798
020904,000003,20160330,,I0003,HOLOGIC INC,HOLX,436440101,0000859737,3844
145552,000003,20160330,,I0003,CENTENE CORP,CNC,15135B101,0001071739,6324
165052,000003,20160408,,I0003,UNDER ARMOUR INC,UAA,904311206,0001336917,2300
178704,000003,20160418,,I0003,ULTA BEAUTY INC,ULTA,90384S303,0001403568,5990
141913,000003,20160425,,I0003,GLOBAL PAYMENTS INC,GPN,37940X102,0001123360,7374
001230,000003,20160513,,I0003,ALASKA AIR GROUP INC,ALK,011659109,0000766421,4512
160991,000003,20160518,,I0003,DIGITAL REALTY TRUST INC,DLR,253868103,0001297996,6798
155394,000003,20160523,,I0003,LKQ CORP,LKQ,501889208,0001065696,5010
004973,000003,20160531,,I0003,ARTHUR J GALLAGHER & CO,AJG,363576109,0000354190,6411
148349,000003,20160603,,I0003,TRANSDIGM GROUP INC,TDG,893641100,0001260221,3728
188255,000003,20160624,,I0003,FORTUNE BRANDS HOME & SECUR,FBHS,34964C106,0001519751,2430
011554,000003,20160701,,I0003,ALLIANT ENERGY CORP,LNT,018802108,0000352541,4931
029751,000003,20160701,,I0003,ALBEMARLE CORP,ALB,012653101,0000915913,2810
026590,000003,20160705,,I0003,FORTIVE CORP,FTV,34959J108,0001659166,3829
065772,000003,20160906,,I0003,METTLER-TOLEDO INTL INC,MTD,592688105,0001037646,3826
126136,000003,20160908,,I0003,CHARTER COMMUNICATIONS INC,CHTR,16119P108,0001091667,4841
003504,000003,20160923,,I0003,COOPER COS INC (THE),COO,216648402,0000711404,3851
012151,000003,20161003,,I0003,COTY INC,COTY,222070203,0001024305,2844
028192,000003,20161101,,I0003,ARCONIC INC,ARNC,03965L100,0000004281,3728
029649,000003,20161202,,I0003,MID-AMERICA APT CMNTYS INC,MAA,59522J103,0000912595,6798
024197,000003,20170105,,I0003,IDEXX LABS INC,IDXX,45168D104,0000874716,2835
030923,000003,20170117,,I0003,TECHNIPFMC PLC,FTI,G87110105,0001681459,1389
029127,000003,20170228,,I0003,INCYTE CORP,INCY,45337C102,0000879169,2836
184500,000003,20170301,,I0003,CBOE GLOBAL MARKETS INC,CBOE,12503M108,0001374310,6200
029099,000003,20170302,,I0003,REGENCY CENTERS CORP,REG,758849103,0000910606,6798
060900,000003,20170313,,I0003,DISH NETWORK CORP,DISH,25470M109,0001001082,4841
024975,000003,20170316,,I0003,SYNOPSYS INC,SNPS,871607107,0000883241,7372
001161,000003,20170320,,I0003,ADVANCED MICRO DEVICES,AMD,007903107,0000002488,3674
008898,000003,20170320,,I0003,RAYMOND JAMES FINANCIAL CORP,RJF,754730109,0000720005,6211
064821,000003,20170320,,I0003,ALEXANDRIA R E EQUITIES INC,ARE,015271109,0001035443,6798
003336,000003,20170404,,I0003,DXC TECHNOLOGY CO,DXC,23355L106,0001688568,7370
012441,000003,20170405,,I0003,GARTNER INC,IT,366651107,0000749251,8700
162906,000003,20170602,,I0003,IHS MARKIT LTD,INFO,G47567105,0001598014,7370
005643,000003,20170619,,I0003,HILTON WORLDWIDE HOLDINGS,HLT,43300A203,0001585689,7011
061388,000003,20170619,,I0003,EVEREST RE GROUP LTD,RE,G3223R108,0001095073,6331
063080,000003,20170619,,I0003,ANSYS INC,ANSS,03662Q105,0001013462,7372
141384,000003,20170619,,I0003,ALIGN TECHNOLOGY INC,ALGN,016255101,0001097149,3843
032106,000003,20170707,,I0003,BAKER HUGHES CO,BKR,05722G100,0001701605,1389
009771,000003,20170726,,I0003,SMITH (A.O.),AOS,831865209,0000091142,3630
013510,000003,20170726,,I0003,DUKE REALTY CORP,DRE,264411505,0000783280,6798
014418,000003,20170726,,I0003,MGM RESORTS INTERNATIONAL,MGM,552953101,0000789570,7990
031887,000003,20170726,,I0003,RESMED INC,RMD,761152107,0000943819,3845
128978,000003,20170726,,I0003,PACKAGING CORP OF AMERICA,PKG,695156109,0000075677,2650
017928,000003,20170829,,I0003,IQVIA HOLDINGS INC,IQV,46266C105,0001478242,8731
121382,000003,20170901,,I0003,SBA COMMUNICATIONS CORP,SBAC,78410G104,0001034054,6798
013421,000003,20170918,,I0003,CADENCE DESIGN SYSTEMS INC,CDNS,127387108,0000813672,7372
104432,000003,20171013,,I0003,NORWEGIAN CRUISE LINE HLDGS,NCLH,G66721104,0001513761,4400
186310,000003,20180103,,I0003,HUNTINGTON INGALLS IND INC,HII,446413106,0001501585,3730
175955,000003,20180307,,I0003,IPG PHOTONICS CORP,IPGP,44980X109,0001111928,3674
017120,000003,20180319,,I0003,SVB FINANCIAL GROUP,SIVB,78486Q101,0000719739,6020
064630,000003,20180319,,I0003,TAKE-TWO INTERACTIVE SFTWR,TTWO,874054109,0000946581,7372
178507,000003,20180404,,I0003,MSCI INC,MSCI,55354G100,0001408198,6282
013619,000003,20180531,,I0003,ABIOMED INC,ABMD,003654100,0000815094,3841
006338,000003,20180605,,I0003,EVERGY INC,EVRG,30034W106,0001711269,4931
018872,000003,20180607,,I0003,TWITTER INC,TWTR,90184L102,0001418091,7370
005667,000003,20180618,,I0003,HOLLYFRONTIER CORP,HFC,436106108,0000048039,2911
176928,000003,20180618,,I0003,BROADRIDGE FINANCIAL SOLUTNS,BR,11133T103,0001383312,7373
184700,000003,20180620,,I0003,FLEETCOR TECHNOLOGIES INC,FLT,339041105,0001175454,7374
029901,000003,20180702,,I0003,COPART INC,CPRT,217204106,0000900075,5010
020748,000003,20180828,,I0003,ARISTA NETWORKS INC,ANET,040413106,0001596532,3576
260778,000003,20180917,20200127,I0003,WELLCARE HEALTH PLANS INC,WCG,94946T106,0001279363,6324
009225,000003,20181001,,I0003,ROLLINS INC,ROL,775711104,0000084839,7340
183377,000003,20181011,,I0003,FORTINET INC,FTNT,34959E109,0001262039,3577
020232,000003,20181106,,I0003,KEYSIGHT TECHNOLOGIES INC,KEYS,49338L103,0001601046,3825
011811,000003,20181113,,I0003,HENRY (JACK) & ASSOCIATES,JKHY,426281101,0000779152,7373
014256,000003,20181203,,I0003,MAXIM INTEGRATED PRODUCTS,MXIM,57772K101,0000743316,3674
028790,000003,20181203,,I0003,LAMB WESTON HOLDINGS INC,LW,513272104,0001679273,2030
170750,000003,20181203,,I0003,DIAMONDBACK ENERGY INC,FANG,25278X109,0001539838,1311
162254,000003,20181224,,I0003,CELANESE CORP,CE,150870103,0001306830,2860
014275,000003,20190102,,I0003,FIRST REPUBLIC BANK,FRC,33616C100,0001132979,6020
010407,000003,20190118,,I0003,TELEFLEX INC,TFX,879369106,0000096943,3841
004383,000003,20190215,,I0003,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924
060979,000003,20190227,,I0003,WABTEC CORP,WAB,929740108,0000943452,3743
034636,000003,20190319,,I0003,FOX CORP,FOXA,35137L105,0001754301,4833
034636,000003,20190319,,I0003,FOX CORP,FOXA,35137L204,0001754301,4833
034443,000003,20190402,,I0003,DOW INC,DOW,260557103,0001751788,2821
035168,000003,20190603,,I0003,CORTEVA INC,CTVA,22052L104,0001755672,0100
004060,000003,20190604,,I0003,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,2821
100243,000003,20190612,,I0003,AMCOR PLC,AMCR,G0250X107,0001748790,2670
158742,000003,20190701,,I0003,MARKETAXESS HOLDINGS INC,MKTX,57060D108,0001278021,6200
005492,000003,20190702,,I0003,L3HARRIS TECHNOLOGIES INC,LHX,502431109,0000202058,3812
017874,000003,20190715,,I0003,T-MOBILE US INC,TMUS,872590104,0001283699,4812
015267,000003,20190809,,I0003,IDEX CORP,IEX,45167R104,0000832101,3561
165123,000003,20190809,,I0003,LEIDOS HOLDINGS INC,LDOS,525327102,0001336920,7373
010614,000003,20190812,,I0003,GLOBE LIFE INC,GL,37959E102,0000320335,6311
028320,000003,20190923,,I0003,CDW CORP,CDW,12514G108,0001402057,5045
012459,000003,20190926,,I0003,NVR INC,NVR,62944T105,0000906163,1531
161844,000003,20191003,,I0003,LAS VEGAS SANDS CORP,LVS,517834107,0001300514,7990
013125,000003,20191106,,I0003,HEALTHPEAK PROPERTIES INC,PEAK,42250P103,0000765880,6798
171007,000003,20191121,,I0003,SERVICENOW INC,NOW,81762P102,0001373715,7372
014822,000003,20191205,,I0003,BERKLEY (W R) CORP,WRB,084423102,0000011544,6331
024617,000003,20191209,,I0003,OLD DOMINION FREIGHT,ODFL,679580100,0000878927,4213
024405,000003,20191223,,I0003,ZEBRA TECHNOLOGIES CP  -CL A,ZBRA,989207105,0000877212,3577
025313,000003,20191223,,I0003,STERIS PLC,STE,G8473T100,0001624899,3841
165746,000003,20191223,,I0003,LIVE NATION ENTERTAINMENT,LYV,538034109,0001335258,7900
020116,000003,20200128,,I0003,PAYCOM SOFTWARE INC,PAYC,70432V102,0001590955,7370
